Race,Lap,Position,Overtaker,Overtakee,Live,Turn
Sakhir,9,13,Perez,Latifi,Replay,1
Sakhir,10,12,Perez,Magnussen,Background,1
Sakhir,10,16,Raikkonen,Aitken,Yes,6
Sakhir,11,10,Albon,Vettel,Yes,4
Sakhir,11,11,Perez,Vettel,Yes,8
Sakhir,11,16,Aitken,Raikkonen,,5
Sakhir,16,13,Latifi,Magnussen,,4
Sakhir,16,14,Giovinazzi,Magnussen,,7
Sakhir,20,9,Albon,Norris,Yes,5
Sakhir,20,10,Perez,Norris,Yes,6
Sakhir,21,9,Perez,Albon,Yes,5
Sakhir,25,16,Norris,Fittipaldi,,
Sakhir,31,12,Norris,Aitken,,1
Sakhir,32,12,Vettel,Latifi,Yes,4
Sakhir,43,9,Ocon,Stroll,Yes,5
Sakhir,52,9,Albon,Norris,Yes,1
Sakhir,54,11,Gasly,Vettel,Replay,1
Sakhir,56,4,Perez,Stroll,Yes,4
Sakhir,57,3,Perez,Ocon,Yes,4
Sakhir,69,9,Albon,Gasly,,
Sakhir,70,4,Russell,Bottas,Yes,7
Sakhir,70,14,Raikkonen,Magnussen,,3
Sakhir,70,14,Magnussen,Raikkonen,,5
Sakhir,70,14,Raikkonen,Magnussen,,11
Sakhir,71,14,Magnussen,Raikkonen,,2
Sakhir,71,14,Raikkonen,Magnussen,,4
Sakhir,72,3,Russell,Stroll,Yes,1
Sakhir,72,8,Albon,Kvyat,Background,1
Sakhir,73,2,Russell,Ocon,Yes,4
Sakhir,77,5,Sainz,Bottas,Yes,7
Sakhir,77,6,Ricciardo,Bottas,Yes,10
Sakhir,78,7,Albon,Bottas,Yes,1
Sakhir,78,8,Kvyat,Bottas,Yes,4
Sakhir,80,14,Russell,Magnussen,,10
Sakhir,81,13,Russell,Raikkonen,Yes,10
Sakhir,82,16,Aitken,Fittipaldi,,
Sakhir,83,12,Russell,Giovinazzi,,1
Sakhir,84,11,Russell,Vettel,Yes,1
Sakhir,85,9,Norris,Gasly,Yes,1
Sakhir,86,10,Russell,Gasly,Yes,4
Sakhir,87,9,Russell,Norris,Background,1
Abu Dhabi,2,9,Gasly,Ocon,Yes,8
Abu Dhabi,2,19,Perez,Latifi,,8
Abu Dhabi,3,18,Perez,Fittipaldi,Replay,8
Abu Dhabi,4,17,Perez,Magnussen,,11
Abu Dhabi,5,16,Perez,Russell,,8
Abu Dhabi,6,4,Albon,Norris,Yes,8
Abu Dhabi,6,15,Perez,Giovinazzi,,8
Abu Dhabi,8,7,Stroll,Kvyat,Yes,8
Abu Dhabi,8,14,Perez,Raikkonen,,8
Abu Dhabi,9,8,Gasly,Kvyat,Yes,11
Abu Dhabi,14,8,Sainz,Leclerc,Yes,8
Abu Dhabi,14,15,Raikkonen,Magnussen,Background,4
Abu Dhabi,15,12,Ocon,Giovinazzi,Yes,8
Abu Dhabi,16,9,Stroll,Leclerc,Yes,8
Abu Dhabi,16,9,Leclerc,Stroll,Yes,11
Abu Dhabi,16,13,Kvyat,Giovinazzi,,8
Abu Dhabi,16,16,Russell,Magnussen,,
Abu Dhabi,17,7,Sainz,Vettel,Yes,11
Abu Dhabi,17,14,Raikkonen,Giovinazzi,,8
Abu Dhabi,19,9,Stroll,Leclerc,Yes,8
Abu Dhabi,20,10,Gasly,Leclerc,Yes,8
Abu Dhabi,22,11,Ocon,Leclerc,Yes,8
Abu Dhabi,22,15,Russell,Giovinazzi,,11
Abu Dhabi,26,18,Leclerc,Fittipaldi,Yes,8
Abu Dhabi,27,16,Leclerc,Magnussen,Yes,11
Abu Dhabi,27,17,Leclerc,Latifi,Yes,8
Abu Dhabi,28,16,Latifi,Magnussen,Replay,8
Abu Dhabi,29,9,Gasly,Stroll,Yes,11
Abu Dhabi,30,17,Fittipaldi,Magnussen,,
Abu Dhabi,31,8,Gasly,Vettel,Yes,8
Abu Dhabi,33,17,Giovinazzi,Fittipaldi,,
Abu Dhabi,34,14,Leclerc,Russell,Replay,8
Abu Dhabi,41,14,Vettel,Russell,Yes,8
Abu Dhabi,55,9,Ocon,Stroll,,11
