Race,Lap,Position,Overtaker,Overtakee,Live,Turn
Italy,25,16,Stroll,Russell,,
Italy,25,18,Vettel,Raikkonen,,
Italy,26,2,Leclerc,Ricciardo,Yes,1
Italy,26,3,Hamilton,Ricciardo,Yes,4
Italy,29,14,Stroll,Kubica,,
Italy,30,3,Bottas,Ricciardo,,
Italy,30,9,Perez,Magnussen,,
Italy,30,9,Magnussen,Perez,,
Italy,31,8,Perez,Magnussen,,
Italy,32,11,Verstappen,Gasly,Yes,1
Italy,33,6,Albon,Giovinazzi,,
Italy,33,14,Vettel,Russell,Yes,1
Italy,34,11,Gasly,Magnussen,,
Italy,35,9,Verstappen,Norris,,
Italy,35,16,Raikkonen,Kubica,,
Italy,38,7,Perez,Giovinazzi,,
Italy,41,8,Verstappen,Giovinazzi,,
Italy,44,16,Grosjean,Kubica,,
Italy,52,13,Vettel,Russell,,
Singapore,2,16,Grosjean,Kubica,,
Singapore,3,14,Ricciardo,Perez,,
Singapore,7,13,Ricciardo,Stroll,Replay,7
Singapore,8,17,Hulkenberg,Kubica,,
Singapore,10,12,Ricciardo,Kvyat,Yes,14
Singapore,10,13,Stroll,Kvyat,Yes,15
Singapore,11,14,Perez,Kvyat,Yes,16
Singapore,17,15,Raikkonen,Kubica,Yes,5
Singapore,17,16,Perez,Kubica,Yes,18
Singapore,17,17,Kvyat,Kubica,Yes,20
Singapore,19,12,Hulkenberg,Grosjean,,
Singapore,20,11,Verstappen,Hulkenberg,,
Singapore,22,12,Norris,Grosjean,,
Singapore,22,13,Magnussen,Grosjean,,
Singapore,23,10,Albon,Hulkenberg,Yes,7
Singapore,23,14,Raikkonen,Grosjean,Replay,7
Singapore,27,4,Vettel,Stroll,,7
Singapore,29,3,Vettel,Ricciardo,Yes,7
Singapore,29,5,Leclerc,Stroll,Background,7
Singapore,30,2,Vettel,Gasly,Yes,7
Singapore,30,6,Verstappen,Stroll,Replay,7
Singapore,31,1,Vettel,Giovinazzi,Yes,7
Singapore,31,4,Leclerc,Ricciardo,Replay,7
Singapore,31,5,Verstappen,Ricciardo,Yes,14
Singapore,32,3,Leclerc,Gasly,Yes,7
Singapore,32,4,Verstappen,Gasly,Yes,14
Singapore,33,2,Leclerc,Giovinazzi,Yes,1
Singapore,33,3,Verstappen,Giovinazzi,Yes,7
Singapore,33,4,Hamilton,Giovinazzi,Yes,14
Singapore,33,5,Hamilton,Ricciardo,Yes,7
Singapore,33,6,Bottas,Ricciardo,Yes,14
Singapore,33,7,Albon,Ricciardo,Yes,16
Singapore,34,5,Bottas,Giovinazzi,Yes,1
Singapore,34,6,Albon,Giovinazzi,Yes,6
Singapore,34,7,Ricciardo,Giovinazzi,Yes,7
Singapore,34,7,Hulkenberg,Giovinazzi,Yes,10
Singapore,34,8,Norris,Giovinazzi,Yes,10
Singapore,41,11,Gasly,Stroll,Yes,7
Singapore,41,12,Hulkenberg,Stroll,Yes,16
Singapore,41,16,Grosjean,Kubica,,
Singapore,48,8,Gasly,Magnussen,Yes,14
Singapore,48,9,Gasly,Raikkonen,,5
Singapore,48,9,Hulkenberg,Magnussen,Yes,15
Singapore,48,10,Hulkenberg,Raikkonen,Background,7
Singapore,48,12,Giovinazzi,Kvyat,Yes,10
Singapore,48,14,Grosjean,Ricciardo,Yes,13
Singapore,48,15,Sainz,Ricciardo,Yes,16
Singapore,48,17,Stroll,Kubica,,7
Singapore,49,11,Giovinazzi,Raikkonen,Yes,1
Singapore,50,14,Ricciardo,Kvyat,Yes,7
Singapore,52,10,Giovinazzi,Magnussen,,8
Singapore,52,11,Grosjean,Magnussen,Yes,9
Singapore,52,12,Sainz,Magnussen,Yes,16
Singapore,52,13,Ricciardo,Magnussen,Yes,18
Singapore,54,14,Stroll,Magnussen,Yes,16
Singapore,54,15,Stroll,Kvyat,Yes,9
Singapore,55,15,Kvyat,Magnussen,Replay,7
Singapore,55,16,Kubica,Magnussen,,
Singapore,61,13,Stroll,Ricciardo,,
Russia,4,9,Magnussen,Hulkenberg,Yes,2
Russia,4,15,Albon,Russell,,
Russia,4,17,Giovinazzi,Kubica,,
Russia,4,18,Ricciardo,Kubica,,
Russia,6,9,Hulkenberg,Magnussen,,
Russia,7,4,Bottas,Sainz,Yes,2
Russia,7,17,Ricciardo,Giovinazzi,,
Russia,8,7,Verstappen,Perez,Yes,5
Russia,12,6,Verstappen,Norris,Yes,2
Russia,14,8,Hulkenberg,Perez,Yes,13
Russia,15,18,Raikkonen,Kubica,,
Russia,17,5,Verstappen,Sainz,Replay,2
Russia,17,12,Albon,Kvyat,Replay,13
Russia,20,16,Hulkenberg,Giovinazzi,Replay,2
Russia,21,15,Hulkenberg,Ricciardo,,
Russia,22,14,Hulkenberg,Russell,,
Russia,24,8,Albon,Gasly,Yes,5
Russia,24,9,Kvyat,Gasly,Yes,13
Russia,25,10,Sainz,Gasly,Yes,2
Russia,29,10,Hulkenberg,Stroll,,
Russia,33,8,Albon,Perez,,
Russia,33,14,Raikkonen,Giovinazzi,,
Russia,35,7,Albon,Norris,,
Russia,35,8,Perez,Norris,,
Russia,36,12,Kvyat,Gasly,,
Russia,37,10,Hulkenberg,Stroll,Yes,2
Russia,42,6,Albon,Magnussen,Yes,13
Russia,48,5,Albon,Sainz,Replay,5
Japan,4,5,Albon,Norris,,
Japan,4,14,Ricciardo,Raikkonen,,
Japan,5,12,Ricciardo,Grosjean,,
Japan,5,18,Leclerc,Kubica,,
Japan,6,11,Ricciardo,Magnussen,,
Japan,7,10,Ricciardo,Giovinazzi,Yes,1
Japan,7,17,Leclerc,Russell,,
Japan,7,19,Norris,Kubica,,
Japan,9,16,Leclerc,Verstappen,Yes,1
Japan,10,18,Norris,Russell,,
Japan,11,15,Leclerc,Kvyat,Yes,Spoon
Japan,13,14,Leclerc,Raikkonen,Yes,130r
Japan,14,13,Leclerc,Grosjean,,
Japan,14,15,Kvyat,Raikkonen,,
Japan,15,9,Ricciardo,Perez,,
Japan,15,12,Leclerc,Magnussen,,
Japan,16,10,Albon,Giovinazzi,,
Japan,16,14,Kvyat,Grosjean,,
Japan,18,3,Vettel,Sainz,Yes,Spoon
Japan,18,11,Leclerc,Giovinazzi,Replay,1
Japan,19,7,Albon,Perez,Replay,130r
Japan,21,5,Albon,Ricciardo,Yes,1
Japan,23,14,Grosjean,Russell,,
Japan,23,15,Giovinazzi,Russell,,
Japan,23,16,Raikkonen,Russell,,
Japan,24,9,Gasly,Norris,Yes,1
Japan,24,17,Magnussen,Russell,,
Japan,25,8,Gasly,Kvyat,Background,1
Japan,25,10,Stroll,Norris,Yes,1
Japan,25,11,Hulkenberg,Norris,Yes,Spoon
Japan,26,4,Albon,Sainz,,
Japan,26,8,Stroll,Kvyat,,
Japan,27,9,Hulkenberg,Kvyat,Yes,1
Japan,27,10,Perez,Kvyat,Yes,1
Japan,27,11,Leclerc,Kvyat,Yes,Spoon
Japan,30,9,Leclerc,Perez,Yes,Spoon
Japan,31,8,Leclerc,Hulkenberg,Background,Spoon
Japan,31,15,Norris,Magnussen,,
Japan,31,16,Kvyat,Magnussen,,
Japan,33,7,Leclerc,Stroll,Yes,1
Japan,34,6,Leclerc,Gasly,Yes,Spoon
Japan,34,14,Norris,Raikkonen,,
Japan,34,15,Kvyat,Raikkonen,,
Japan,38,13,Norris,Giovinazzi,Replay,1
Japan,38,14,Kvyat,Giovinazzi,,
Japan,40,12,Norris,Grosjean,Replay,1
Japan,40,13,Kvyat,Grosjean,,
Japan,41,10,Ricciardo,Perez,Replay,1
Japan,44,8,Ricciardo,Stroll,Replay,Finish Line
Japan,44,9,Ricciardo,Hulkenberg,Replay,1
Japan,45,16,Raikkonen,Magnussen,,
Japan,47,9,Hulkenberg,Stroll,,
Japan,47,12,Kvyat,Norris,,
Japan,48,7,Ricciardo,Gasly,Background,1
Japan,48,15,Raikkonen,Giovinazzi,,
Japan,49,10,Perez,Stroll,,
Japan,50,14,Raikkonen,Grosjean,,
Japan,51,9,Perez,Hulkenberg,,
Mexico,4,4,Hamilton,Sainz,Yes,1
Mexico,4,7,Verstappen,Bottas,Yes,13
Mexico,5,9,Perez,Gasly,,1
Mexico,6,6,Bottas,Norris,Yes,1
Mexico,8,5,Bottas,Sainz,Yes,1
Mexico,8,10,Ricciardo,Gasly,,
Mexico,9,13,Raikkonen,Giovinazzi,,
Mexico,10,8,Perez,Kvyat,Yes,1
Mexico,14,16,Kvyat,Grosjean,,
Mexico,15,5,Sainz,Albon,Yes,1
Mexico,15,15,Kvyat,Russell,,
Mexico,15,17,Gasly,Grosjean,,
Mexico,16,12,Kvyat,Sainz,,1
Mexico,16,12,Kvyat,Kubica,,1
Mexico,16,13,Kubica,Sainz,,1
Mexico,16,13,Sainz,Kubica,,12
Mexico,17,15,Gasly,Russell,,
Mexico,17,16,Verstappen,Russell,,
Mexico,17,17,Verstappen,Grosjean,,
Mexico,18,14,Gasly,Kubica,,
Mexico,18,15,Verstappen,Kubica,,
Mexico,18,18,Raikkonen,Grosjean,,
Mexico,19,16,Raikkonen,Kubica,Yes,12
Mexico,19,17,Raikkonen,Russell,Yes,1
Mexico,20,10,Kvyat,Magnussen,,
Mexico,21,9,Kvyat,Perez,,
Mexico,21,11,Sainz,Magnussen,Replay,1
Mexico,21,12,Hulkenberg,Magnussen,,
Mexico,22,8,Perez,Kvyat,,
Mexico,22,12,Gasly,Magnussen,,
Mexico,22,13,Verstappen,Magnussen,Replay,6
Mexico,23,6,Kubica,Russell,Yes,6
Mexico,23,14,Raikkonen,Magnussen,Yes,1
Mexico,25,12,Verstappen,Gasly,Yes,1
Mexico,28,11,Verstappen,Hulkenberg,Yes,1
Mexico,29,15,Giovinazzi,Grosjean,,
Mexico,30,10,Verstappen,Sainz,Replay,1
Mexico,30,10,Sainz,Verstappen,Replay,3
Mexico,30,10,Verstappen,Sainz,Yes,4
Mexico,31,11,Hulkenberg,Sainz,Yes,1
Mexico,33,16,Magnussen,Grosjean,,
Mexico,35,12,Gasly,Sainz,Yes,4
Mexico,38,8,Verstappen,Kvyat,,
Mexico,42,7,Verstappen,Perez,Yes,1
Mexico,60,10,Kvyat,Stroll,,
Mexico,64,11,Gasly,Stroll,,
USA,2,6,Ricciardo,Vettel,Yes,1
USA,4,13,Kvyat,Grosjean,,12
USA,6,18,Russell,Kubica,,12
USA,7,19,Albon,Kubica,,
USA,8,5,Ricciardo,Norris,Replay ,12
USA,8,17,Albon,Russell,,
USA,9,9,Raikkonen,Magnussen,,
USA,9,10,Hulkenberg,Magnussen,,
USA,10,11,Kvyat,Magnussen,Yes,1
USA,11,14,Perez,Giovinazzi,Yes,11
USA,12,15,Albon,Giovinazzi,Yes,12
USA,13,13,Perez,Grosjean,,
USA,14,12,Perez,Magnussen,,
USA,14,14,Albon,Grosjean,,
USA,15,13,Albon,Magnussen,,
USA,16,2,Bottas,Leclerc,Yes,1
USA,16,3,Verstappen,Leclerc,Yes,12
USA,18,16,Stroll,Russell,,
USA,19,12,Sainz,Grosjean,,
USA,20,13,Raikkonen,Grosjean,Yes,11
USA,21,7,Perez,Kvyat,,
USA,21,16,Magnussen,Russell,,
USA,22,4,Leclerc,Hulkenberg,Yes,12
USA,22,12,Albon,Stroll,,
USA,22,13,Stroll,Grosjean,,
USA,22,13,Albon,Grosjean,,
USA,22,17,Giovinazzi,Russell,,
USA,23,6,Ricciardo,Perez,Yes,1
USA,23,7,Norris,Perez,Yes,12
USA,24,1,Bottas,Hamilton,Yes,12
USA,24,5,Ricciardo,Hulkenberg,Replay,12
USA,24,14,Kvyat,Grosjean,,
USA,24,15,Magnussen,Grosjean,,12
USA,25,6,Norris,Hulkenberg,Yes,1
USA,25,10,Albon,Raikkonen,Yes,12
USA,26,7,Sainz,Hulkenberg,Yes,12
USA,27,8,Gasly,Hulkenberg,Yes,12
USA,27,9,Albon,Hulkenberg,Yes,15
USA,28,8,Albon,Gasly,,
USA,29,12,Perez,Kvyat,Yes,15
USA,29,14,Hulkenberg,Magnussen,,
USA,31,7,Albon,Sainz,Yes,12
USA,35,6,Albon,Norris,Yes,1
USA,37,5,Albon,Ricciardo,Yes,12
USA,38,15,Stroll,Giovinazzi,,
USA,40,10,Perez,Raikkonen,,
USA,40,14,Stroll,Magnussen,,
USA,40,16,Giovinazzi,Grosjean,,
USA,41,10,Perez,Albon,Background,1
USA,41,10,Albon,Perez,,
USA,42,16,Magnussen,Grosjean,,
USA,43,7,Albon,Gasly,,
USA,45,6,Albon,Sainz,Replay,12
USA,47,11,Hulkenberg,Raikkonen,,
USA,48,5,Albon,Ricciardo,Replay,1
USA,48,9,Norris,Perez,,
USA,49,8,Norris,Gasly,Yes,12
USA,49,12,Kvyat,Raikkonen,,
USA,52,1,Bottas,Hamilton,Yes,12
USA,52,7,Norris,Sainz,,
USA,54,9,Hulkenberg,Perez,,
Brazil,2,10,Leclerc,Giovinazzi,,
Brazil,2,12,Ricciardo,Norris,Yes,1
Brazil,2,12,Norris,Ricciardo,Yes,4
Brazil,2,13,Stroll,Ricciardo,,
Brazil,2,17,Sainz,Kvyat,,
Brazil,3,9,Leclerc,Magnussen,Yes,Finish Line
Brazil,3,16,Sainz,Hulkenberg,,
Brazil,4,7,Raikkonen,Grosjean,Yes,1
Brazil,4,15,Sainz,Perez,Replay,1
Brazil,5,8,Leclerc,Grosjean,Yes,1
Brazil,5,10,Giovinazzi,Magnussen,,
Brazil,6,11,Norris,Magnussen,,
Brazil,7,7,Leclerc,Raikkonen,Yes,1
Brazil,7,12,Stroll,Magnussen,,
Brazil,8,19,Magnussen,Russell,,
Brazil,9,17,Magnussen,Kubica,,
Brazil,10,6,Leclerc,Gasly,Yes,1
Brazil,16,19,Ricciardo,Russell,Yes,10
Brazil,17,18,Ricciardo,Kubica,,
Brazil,21,11,Sainz,Stroll,Yes,4
Brazil,22,4,Hamilton,Leclerc,Yes,11
Brazil,22,5,Verstappen,Leclerc,Yes,12
Brazil,22,15,Giovinazzi,Magnussen,,
Brazil,23,4,Verstappen,Hamilton,Yes,1
Brazil,24,4,Hamilton,Albon,Yes,1
Brazil,25,6,Albon,Grosjean,,
Brazil,25,11,Gasly,Hulkenberg,,
Brazil,25,15,Perez,Magnussen,,
Brazil,26,16,Ricciardo,Magnussen,,
Brazil,26,19,Russell,Kubica,Yes,1
Brazil,27,9,Gasly,Stroll,Replay,1
Brazil,29,3,Vettel,Leclerc,Replay,1
Brazil,46,16,Ricciardo,Magnussen,,
Brazil,48,7,Grosjean,Gasly,,
Brazil,50,7,Gasly,Grosjean,,
Brazil,51,9,Sainz,Norris,,
Brazil,51,16,Kvyat,Magnussen,,
Brazil,52,9,Raikkonen,Norris,,
Brazil,60,1,Verstappen,Hamilton,Yes,1
Brazil,60,3,Albon,Vettel,Yes,1
Brazil,60,7,Sainz,Grosjean,Background,1
Brazil,60,8,Raikkonen,Grosjean,Background,4
Brazil,60,9,Giovinazzi,Grosjean,Background,5
Brazil,60,10,Ricciardo,Grosjean,,9
Brazil,60,11,Kvyat,Ricciardo,,3
Brazil,60,11,Ricciardo,Perez,,4
Brazil,60,11,Ricciardo,Kvyat,,8
Brazil,60,12,Kvyat,Perez,,4
Brazil,60,12,Perez,Kvyat,,10
Brazil,60,13,Norris,Kvyat,,12
Brazil,60,13,Kvyat,Norris,,14
Brazil,60,15,Magnussen,Stroll,,11
Brazil,60,15,Stroll,Magnussen,,13
Brazil,60,16,Hulkenberg,Magnussen,,13
Brazil,61,13,Norris,Kvyat,,1
Brazil,61,14,Hulkenberg,Stroll,,1
Brazil,61,15,Stroll,Kvyat,,4
Brazil,61,15,Hulkenberg,Kvyat,,2
Brazil,62,11,Norris,Grosjean,,Finishline
Brazil,62,12,Norris,Perez,,2
Brazil,62,16,Magnussen,Kvyat,,2
Brazil,63,12,Perez,Grosjean,,4
Brazil,64,13,Hulkenberg,Grosjean,,1
Brazil,64,14,Stroll,Grosjean,,13
Brazil,64,15,Magnussen,Grosjean,,14
Brazil,65,16,Kvyat,Grosjean,,4
Brazil,66,4,Leclerc,Vettel,Yes,1
Brazil,70,3,Hamilton,Gasly,Yes,1
Brazil,70,10,Magnussen,Hulkenberg,,2
Brazil,70,11,Kvyat,Hulkenberg,,4
Brazil,71,10,Kvyat,Magnussen,,1
Abu Dhabi,2,9,Hulkenberg,Magnussen,Yes,8
Abu Dhabi,2,12,Giovinazzi,Stroll,Background,8
Abu Dhabi,2,14,Bottas,Raikkonen,Yes,12
Abu Dhabi,5,13,Bottas,Stroll,Yes,5
Abu Dhabi,6,10,Perez,Magnussen,Yes,12
Abu Dhabi,6,12,Bottas,Giovinazzi,Yes,8
Abu Dhabi,7,11,Bottas,Magnussen,Yes,12
Abu Dhabi,9,17,Norris,Russell,,8
Abu Dhabi,10,15,Norris,Kubica,,8
Abu Dhabi,12,8,Bottas,Perez,Yes,8
Abu Dhabi,13,7,Vettel,Perez,Yes,8
Abu Dhabi,15,14,Sainz,Ricciardo,,8
Abu Dhabi,18,4,Bottas,Hulkenberg,Yes,8
Abu Dhabi,18,12,Norris,Grosjean,,8
Abu Dhabi,18,13,Sainz,Grosjean,,12
Abu Dhabi,19,12,Hulkenberg,Sainz,Replay,8
Abu Dhabi,19,16,Giovinazzi,Russell,,8
Abu Dhabi,21,8,Kvyat,Raikkonen,Yes,12
Abu Dhabi,24,15,Giovinazzi,Kubica,Yes,12
Abu Dhabi,25,18,Stroll,Kubica,,8
Abu Dhabi,26,16,Grosjean,Russell,,12
Abu Dhabi,32,2,Verstappen,Leclerc,Yes,8
Abu Dhabi,35,18,Russell,Kubica,,8
Abu Dhabi,38,13,Raikkonen,Magnussen,,8
Abu Dhabi,39,4,Bottas,Albon,Yes,8
Abu Dhabi,40,11,Perez,Ricciardo,Yes,8
Abu Dhabi,43,12,Sainz,Magnussen,Yes,8
Abu Dhabi,45,8,Perez,Hulkenberg,Yes,8
Abu Dhabi,46,9,Kvyat,Hulkenberg,Yes,12
Abu Dhabi,46,11,Sainz,Raikkonen,,12
Abu Dhabi,46,13,Ricciardo,Magnussen,Replay,8
Abu Dhabi,46,18,Gasly,Kubica,,12
Abu Dhabi,49,12,Ricciardo,Raikkonen,,8
Abu Dhabi,53,5,Vettel,Albon,Yes,12
Abu Dhabi,54,7,Perez,Norris,,13
Abu Dhabi,54,10,Sainz,Hulkenberg,,12
Abu Dhabi,54,11,Ricciardo,Hulkenberg,,15
